Rip,Name (Showing 19337 of 19337 Total),"Species Corrected",In Latin Genus List Ref.,"Created Date","Updated Date",Maker,Maker List Ref.,Build,Padding,Appearance,Leg Type,Finger Type,Base Colour,Eye Colour,Avatar Type,Pulled
Mrianti Owner: Snapcat Species: skunk DB Added: 2009-10-01 Created: 2001-07-01 Updated: 2010-03-24 Builder(s): ByCats4Cats Snap E. Tiger,Mrianti,Skunk,193,01-07-2001,24-03-2010,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Four,Black,Blue,Missingno (No Avatar Graphic Found),
,Mujarin,Dog German Shepherd,48,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Brown,Brown,Dog Thick Tail,
,Nanaki,Lion,152,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Brown,Blue,Lion,
,Nanook,Extinct Mammal,71,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Brown,Yellow,Extinct,
,Narcissus,Hybrid Custom,120,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Brown,Brown,Hybrid,
,Neon,Extinct Mammal,71,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Yellow,Green,Extinct,
,Nerikull,Tiger,202,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Four,White,Blue,Tiger,
,Nero,Cougar,23,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Brown,Green,Feline (Long Tail),
Newlyn Owner: Spikester Species: snow leopard DB Added: 2013-06-11 Created: 2013-02-14 Updated: 2013-06-11 Builder(s): ByCats4Cats,Newlyn,Snow Leopard,196,14-02-2013,11-06-2013,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Grey,Blue,Snow Leopard,
,Nox,Hybrid Custom,120,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Pink,Orange,Hybrid,
,Odie Derpdawg,Dog Domestic,47,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Yellow,Green,Dog Half Cocked Stub Tail,
,Orion,Lion,152,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Four,White,Green,Lion,
,Orion Wolf,Wolf,210,,,ByCats4Cats,86,Fullsuit,None,Toony,Digitigrade,Five,Grey,Brown,Wolf,
,Phase,Lion,152,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Four,Black,Blue,Lion,
,Preda,Tiger,202,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Orange,Green,Tiger,
,PrimeRib,Fantasy - Media,87,,,ByCats4Cats,86,Partial,None,Toony,Digitigrade,Other,Brown,Blue,Media,
,Pskit,Cat Domestic,18,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Five,Grey,Blue,Domestic Cat,
,Puma,Cougar,23,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Four,Brown,Blue,Feline (Long Tail),
,Purtz,Dog Domestic,47,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Brown,Blue,Dog Half Cocked Stub Tail,
,Rajesh,Lion,152,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Brown,Brown,Lion,
,Randy McScrew,Lion,152,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Grey,Blue,Lion,
,Rary,Lion,152,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,White,Green,Lion,
,Razluz,Wolf,210,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Brown,Blue,Wolf,
,Razzy,Hybrid Custom,120,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Black,Blue,Hybrid,
,Red,Lion,152,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Grey,Blue,Lion,
,Rei,Wolf,210,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Five,White,Green,Wolf,
,Remmmy,Cat Domestic,18,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Four,Brown,Green,Domestic Cat,
,Retsu,Wolf,210,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Five,Black,Purple,Wolf,
,Revielle,Leopard,151,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Four,Brown,Orange,Snow Leopard,
,RJ,Wolf,210,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Purple,Purple,Wolf,
,RK,Cougar,23,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Five,Brown,Orange,Feline (Long Tail),
,Rocko,Fox,100,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Orange,Blue,Fox,
,Rocky,Tiger,202,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Four,Brown,Green,Tiger,
,Roulette,Hybrid Custom,120,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Five,Brown,Green,Hybrid,
,Ryder,Hybrid Custom,120,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Four,Blue,Pink,Hybrid,
,RyderFurlong,Wolf,210,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Orange,Red,Wolf,
,Sabbi da Liger,Hybrid Custom,120,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Four,Purple,Blue,Hybrid,
,Saber,Extinct Mammal,71,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Brown,Blue,Extinct,
,Sage,Wolf,210,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Four,Blue,Blue,Wolf,
Salvo Owner: Snapcat Species: liger DB Added: 2010-10-16 Created: 2010-10-10 Updated: 2010-10-16 Builder(s): ByCats4Cats,Salvo,Hybrid Custom,120,10-10-2010,16-10-2010,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Black,Blue,Hybrid,
,Samoy,Wolf,210,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,White,Green,Wolf,
,Sapphire,Extinct Mammal,71,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Blue,Blue,Extinct,
,Serafis,Wolf,210,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Blue,Yellow,Wolf,
,Shade,Snow Leopard,196,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Four,Purple,Purple,Snow Leopard,
,Shadow,Dog Domestic,47,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Five,Brown,Blue,Dog Half Cocked Stub Tail,
,Shadowcat,Tiger,202,,,ByCats4Cats,86,Fullsuit,None,Toony,Digitigrade,Four,Black,Multi,Tiger,
,Shayde,Fox,100,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Four,Brown,Green,Fox,
,Shiroi,Fox,100,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Five,Brown,Brown,Fox,
,Signature Series 5,Wolf,210,,,ByCats4Cats,86,Fullsuit,None,Realistic Toony,Plantigrade,Five,Black,Brown,Wolf,
,Signature Series 6,Hybrid Custom,120,,,ByCats4Cats,86,Fullsuit,None,Realistic Toony,Plantigrade,Five,Grey,Blue,Hybrid,
,Skooma,Cougar,23,,,ByCats4Cats,86,Partial,None,Toony,Digitigrade,Five,Brown,Yellow,Feline (Long Tail),
,Skye,Hybrid Custom,120,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Four,White,Blue,Hybrid,
,Snap Cat,Hybrid Custom,120,,,ByCats4Cats,86,Fullsuit,None,Toony,Digitigrade,Five,Black,Blue,Hybrid,
Snap-Bo Owner: Snapcat Species: tiger DB Added: 2010-10-08 Created: 2010-08-01 Updated: 2010-10-08 Builder(s): ByCats4Cats Snap E. Tiger,Snap-Bo,Tiger,202,01-08-2010,08-10-2010,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,White,Green,Tiger,
Snapd WerePoodle Owner: Snapcat Species: dog DB Added: 2006-09-10 Created: 2004-10-01 Updated: 2010-10-08 Builder(s): ByCats4Cats Snap E. Tiger,Snapd Werepoodle,Dog Poodle,58,01-10-2004,08-10-2010,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Pink,Black,Dog Both Cocked Stub Tail,
,Snappy,Lion,152,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Grey,Blue,Lion,
,Snicks Goldmane,Lion,152,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Brown,Purple,Lion,
,Spuz,Lion,152,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Brown,Blue,Lion,
,Stormy,Tiger,202,,,ByCats4Cats,86,Fullsuit,None,Realistic Toony,Plantigrade,Four,White,Green,Tiger,
,Stripey,Tiger,202,,,ByCats4Cats,86,Fullsuit,Muscle,Toony,Plantigrade,Five,Brown,Yellow,Tiger,
,Suranei,Fennec,97,,,ByCats4Cats,86,Fullsuit,None,Realistic Toony,Plantigrade,Five,Brown,Blue,Fennec,
,Sykes,Wolf,210,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Black,Green,Wolf,
,T3kn0,Tiger,202,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Four,White,Green,Tiger,
,Taco,Snow Leopard,196,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Five,Grey,Brown,Snow Leopard,
,Takashi,Wolf,210,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,White,Blue,Wolf,
,Tannik,Dog Burnese Mountain,39,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Four,Black,Brown,Dog Half Cocked Medium Tail,
,Tech,Cheetah,19,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Four,Brown,Orange,Spotted Cat,
,Teeku,Wolf,210,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Five,Black,Blue,Wolf,
,Tendaji,Lion,152,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Five,Brown,Blue,Lion,
,The Wood,Dog Domestic,47,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Brown,Blue,Dog Half Cocked Stub Tail,
,Tibor,Tiger,202,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Orange,Blue,Tiger,
,Tigron,Tiger,202,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Orange,Blue,Tiger,
,Topaz,Tiger,202,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Brown,Brown,Tiger,
,Trak,Dog Domestic,47,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Brown,Brown,Dog Half Cocked Stub Tail,
Tsigoti Owner: Snapcat Species: tiger DB Added: 2006-09-10 Created: 2000-10-01 Updated: 2010-03-24 Builder(s): ByCats4Cats Snap E. Tiger,Tsigoti,Tiger,202,01-10-2000,24-03-2010,ByCats4Cats,86,Fullsuit,None,Realistic,Plantigrade,Five,Black,Yellow,Tiger,
,Tsumi,Tiger,202,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Five,Green,Yellow,Tiger,
,Tundra,Cat Domestic,18,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Blue,Blue,Domestic Cat,
Tutsihusi Owner: Snapcat Species: tiger DB Added: 2006-09-10 Created: 2003-03-01 Updated: 2010-03-24 Builder(s): ByCats4Cats Snap E. Tiger,Tutsihusi,Tiger,202,01-03-2003,24-03-2010,ByCats4Cats,86,Fullsuit,None,Realistic,Plantigrade,Five,Black,Red,Tiger,
Tyko Skooma Owner: Skooma Species: DB Added: 2013-08-01 Created: 2013-07-20 Updated: 2013-08-06 Builder(s): ByCats4Cats,Tyko Skooma,Cheetah,19,20-07-2013,06-08-2013,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Brown,Red,Spotted Cat,
,Tysla,Wolf,210,,,ByCats4Cats,86,Fullsuit,Muscle,Toony,Plantigrade,Five,Grey,Blue,Wolf,
,Usumah Lion (Big Paws),Lion,152,,,ByCats4Cats,86,Fullsuit,Muscle,Realistic Toony,Digitigrade,Five,Brown,Blue,Lion,
,UV,Tiger,202,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Green,Blue,Tiger,
,V-Spec,Fox,100,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Purple,Green,Fox,
,Vanbael,Fox,100,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,White,Blue,Fox,
,Vatra,Lion,152,,,ByCats4Cats,86,Fullsuit,None,Toony,Digitigrade,Five,Grey,Green,Lion,
Velkro Tiger Owner: Snapcat Species: tiger DB Added: 2006-09-10 Created: 2001-10-01 Updated: 2010-03-24 Builder(s): ByCats4Cats Snap E. Tiger,Velkro Tiger,Tiger,202,01-10-2001,24-03-2010,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,White,Blue,Tiger,
,Vella,Tiger,202,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Four,Orange,Multi,Tiger,
,Veskar,Tiger,202,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Four,Orange,Green,Tiger,
,Vijay,Hybrid Custom,120,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Red,Green,Hybrid,
,Vik,Hybrid Custom,120,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Brown,Green,Hybrid,
,Vincent,Lion,152,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Five,Brown,Blue,Lion,
,Visi,Tiger,202,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Five,Brown,Blue,Tiger,
,Voidkat,Hybrid Custom,120,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Four,Grey,Multi,Hybrid,
,Winter,Wolf,210,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Purple,Yellow,Wolf,
,WTCat,Cat Domestic,18,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,White,Green,Domestic Cat,
,Wuffie,Wolf,210,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Grey,Brown,Wolf,
,Wyspurr Wytyger,Tiger,202,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Pink,Blue,Tiger,
,Xander,Fox,100,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Brown,Green,Fox,
,Xavier,Wolf,210,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Five,Purple,Blue,Wolf,
,Xion,Wolf,210,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Four,Yellow,Orange,Wolf,
,Yohta,Extinct Mammal,71,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Blue,Orange,Extinct,
,Yoshi,Fox,100,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Brown,Brown,Fox,
,Zak,Tiger,202,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Black,Orange,Tiger,
,Zenith,Tiger,202,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Grey,Red,Tiger,
,Zenyu,Wolf,210,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Grey,Blue,Wolf,
,Zeph,Wolf,210,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Green,Purple,Wolf,
,Ziggy,Wolf,210,,,ByCats4Cats,86,Partial,None,Toony,N/A,N/A,Blue,Multi,Wolf,
,Zio,Bear,11,,,ByCats4Cats,86,Partial,None,Toony,Plantigrade,Four,Brown,Blue,Bear,
,Zippo,Wolf,210,,,ByCats4Cats,86,Fullsuit,None,Toony,Plantigrade,Five,Black,Blue,Wolf,
,Aiko Bakeneko,Rabbit,182,,,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Plantigrade,Five,Grey,Blue,Rabbit,
,Apollus,Rabbit,182,,,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Plantigrade,Four,Black,Red,Rabbit,
,Arkadius,Panther,172,,,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Digitigrade,Five,Black,Red,Feline (Long Tail),
Chronostream Owner: Megumibish Species: cat DB Added: 2013-10-23 Created: 2013-08-01 Updated: 2013-10-23 Builder(s): Cabbits Co.,Chronostream,Cat Domestic,18,01-08-2013,23-10-2013,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Plantigrade,Five,White,Green,Domestic Cat,
,D'jango Jackal,Jackal,146,,,Cabbits Co. (Megumibish),87,Partial,None,Toony,N/A,N/A,Black,Multi,Dog Thick Tail,
Eodred Owner: Megumibish Species: dragon DB Added: 2013-03-24 Created: 2012-12-28 Updated: 2013-03-24 Builder(s): Cabbits Co.,Eodred,Fantasy - Dragon,78,28-12-2012,24-03-2013,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Plantigrade,Five,Black,Blue,Dragon,
Habanero Owner: Megumibish Species: DB Added: 2013-03-21 Created: 2013-02-22 Updated: 2013-03-21 Builder(s): Cabbits Co.,Habanero,Hybrid Custom,120,22-02-2013,21-03-2013,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Plantigrade,Four,Orange,Green,Hybrid,
,Kall,Fantasy - Dragon,78,,,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Digitigrade,Five,Green,Green,Dragon,
Kotaru Owner: Megumibish Species: rabbit DB Added: 2013-03-21 Created: 2012-01-04 Updated: 2013-03-21 Builder(s): Cabbits Co.,Kotaru,Rabbit,182,04-01-2012,21-03-2013,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Plantigrade,Five,Brown,Purple,Rabbit,
Koyia Owner: Megumibish Species: DB Added: 2013-03-24 Created: 2012-12-28 Updated: 2013-03-24 Builder(s): Cabbits Co.,Koyia,Fantasy - Dragon,78,28-12-2012,24-03-2013,Cabbits Co. (Megumibish),87,Partial,None,Toony,Plantigrade,Five,Brown,Pink,Dragon,
,Martin,Wolf,210,,,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Plantigrade,Five,Blue,Blue,Wolf,
Megumibish Owner: Megumibish Species: rabbit DB Added: 2013-03-21 Created: 2010-05-30 Updated: 2013-03-24 Builder(s): Cabbits Co.,Megumibish,Rabbit,182,30-05-2010,24-03-2013,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Plantigrade,Five,Blue,Purple,Rabbit,
Nited Owner: Megumibish Species: german shepherd DB Added: 2013-03-21 Created: 2011-05-15 Updated: 2013-03-21 Builder(s): Cabbits Co.,Nited,Dog German Shepherd,48,15-05-2011,21-03-2013,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Plantigrade,Five,Brown,Brown,Dog Thick Tail,
,Omega Dar Red,Cat Domestic,18,,,Cabbits Co. (Megumibish),87,Partial,None,Toony,N/A,N/A,White,Blue,Domestic Cat,
"RainbowWolf Owner: RainbowWolf Species: fox , wolf DB Added: 2012-05-07 Created: 2012-04-01 Updated: 2012-05-07 Builder(s): Cabbits Co.",Rainbowwolf,Hybrid Custom,120,01-04-2012,07-05-2012,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Plantigrade,Five,Grey,Brown,Hybrid,
,Reese Panda,Panda,171,,,Cabbits Co. (Megumibish),87,Partial,None,Toony,N/A,N/A,White,Multi,Bear,
,Ruvik,Wolf,210,,,Cabbits Co. (Megumibish),87,Partial,None,Toony,N/A,N/A,White,Blue,Wolf,
Shouta Mixed Kitty Owner: Megumibish Species: DB Added: 2013-03-21 Created: 2010-11-18 Updated: 2013-03-21 Builder(s): Cabbits Co.,Shouta Mixed Kitty,Cat Domestic,18,18-11-2010,21-03-2013,Cabbits Co. (Megumibish),87,Partial,None,Toony,Plantigrade,Four,Brown,Green,Domestic Cat,
Skyler Owner: Megumibish Species: snow leopard DB Added: 2013-10-23 Created: 2013-06-16 Updated: 2013-10-23 Builder(s): Cabbits Co.,Skylar,Snow Leopard,196,16-06-2013,23-10-2013,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Plantigrade,Five,Black,Pink,Snow Leopard,
Striker Wulf Owner: Megumibish Species: wolf DB Added: 2013-03-21 Created: 2011-12-19 Updated: 2013-03-21 Builder(s): Cabbits Co.,Striker Wulf,Wolf,210,19-12-2011,21-03-2013,Cabbits Co. (Megumibish),87,Partial,None,Toony,Plantigrade,Five,Grey,Brown,Wolf,
Tai Liddle Owner: Megumibish Species: husky DB Added: 2013-10-23 Created: 2013-10-04 Updated: 2013-10-23 Builder(s): Cabbits Co.,Tai Liddle,Dog Husky,52,04-10-2013,23-10-2013,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Plantigrade,Five,Grey,Blue,Husky,
,Tali,Fantasy - Dragon,78,,,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Plantigrade,Five,White,Brown,Dragon,
"Tanabe Owner: Megumibish Species: fox , wolf DB Added: 2013-10-23 Created: 2013-06-16 Updated: 2013-10-23 Builder(s): Cabbits Co.",Tanabe,Hybrid Custom,120,16-06-2013,23-10-2013,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Plantigrade,Five,Blue,Multi,Hybrid,
,Volcano,Hybrid Custom,120,,,Cabbits Co. (Megumibish),87,Fullsuit,None,Toony,Digitigrade,Five,Purple,Blue,Hybrid,
,Jasper,Snow Leopard,196,,,Caffeinated Crafts,88,Fullsuit,None,Realistic Toony,Plantigrade,Five,Black,Blue,Snow Leopard,
,Jasper,Snow Leopard,196,,,Caffeinated Crafts,88,Partial,None,Realistic,N/A,N/A,Black,Blue,Snow Leopard,
,Kina,Deer,28,,,Caffeinated Crafts,88,Fullsuit,None,Realistic,Plantigrade,Five,Grey,Red,Deer,
,Cain,Dog Domestic,47,,,Cains Creations (Ionzy),89,Partial,None,Toony,N/A,N/A,Blue,Purple,Dog Half Cocked Stub Tail,
,Ozzy,Primate,180,,,Cains Creations (Ionzy),89,Partial,None,Toony,N/A,N/A,Blue,Red,Primate,
,Smiler,Hybrid Custom,120,,,Cains Creations (Ionzy),89,Partial,None,Toony,Plantigrade,Four,Black,Yellow,Hybrid,
,Acid,Tiger,202,,,Calico Cougar Studios,90,Partial,None,Toony,Plantigrade,Five,Black,Green,Tiger,
,Akibo,Dog Husky,52,,,Calico Cougar Studios,90,Partial,None,Toony,N/A,N/A,Brown,Blue,Husky,
,Basset Hound,Dog Domestic,47,,,Calico Cougar Studios,90,Partial,None,Toony,N/A,N/A,White,Pink,Dog Half Cocked Stub Tail,
,Calico,Cougar,23,,,Calico Cougar Studios,90,Partial,None,Toony,N/A,N/A,Brown,Orange,Feline (Long Tail),
,Charlize,Hybrid Custom,120,,,Calico Cougar Studios,90,Partial,None,Toony,N/A,N/A,Grey,Blue,Hybrid,
,Cinnamon Point,Cat Domestic,18,,,Calico Cougar Studios,90,Partial,None,Toony,N/A,N/A,White,Blue,Domestic Cat,
,Cooper,Dog German Shepherd,48,,,Calico Cougar Studios,90,Partial,None,Toony,N/A,N/A,Brown,Brown,Dog Thick Tail,
,Corgi,Dog Corgi,43,,,Calico Cougar Studios,90,Fullsuit,None,Toony,Plantigrade,Four,Brown,Green,Dog Half Cocked Stub Tail,
,Eillonna,Wolf,210,,,Calico Cougar Studios,90,Partial,None,Realistic,N/A,N/A,Brown,Blue,Wolf,
Loki Lion Owner: LadyShar Species: DB Added: 2013-03-10 Created: 2013-03-12 Updated: 2013-03-10 Builder(s): Calico Cougar Creatures,Loki Lion,Hybrid Custom,120,12-03-2013,10-03-2013,Calico Cougar Studios,90,Partial,None,Realistic,N/A,N/A,Grey,Brown,Hybrid,
,Navy,Hybrid Sergal,134,,,Calico Cougar Studios,90,Fullsuit,None,Realistic,Digitigrade,Four,Black,Blue,Hybrid,
,Nether Drake,Fantasy - Media,87,,,Calico Cougar Studios,90,Partial,None,Realistic,N/A,N/A,Purple,Blue,Media,
,Rex Dobe,Dog Doberman,46,,,Calico Cougar Studios,90,Partial,None,Toony,N/A,N/A,Brown,Brown,Dog Half Cocked Stub Tail,
,San,Cougar,23,,,Calico Cougar Studios,90,Partial,None,Toony,Plantigrade,Four,Black,Multi,Feline (Long Tail),
,Shine,Hybrid Custom,120,,,Calico Cougar Studios,90,Partial,None,Toony,N/A,N/A,White,Multi,Hybrid,
,Silver Fox Partial,Fox,100,,,Calico Cougar Studios,90,Partial,None,Toony,N/A,N/A,Grey,Brown,Fox,
,Skadia Crazon,Panther,172,,,Calico Cougar Studios,90,Fullsuit,None,Toony,Plantigrade,Four,Black,Brown,Feline (Long Tail),
,Sparky Hyena Head,Hyena,144,,,Calico Cougar Studios,90,Fullsuit,None,Toony,Plantigrade,Four,Purple,Red,Missingno (No Avatar Graphic Found),
,T-Rex,Dinosaur,30,,,Calico Cougar Studios,90,Partial,None,Toony,N/A,N/A,Black,Red,Extinct,
,Tayla,Fantasy - Gryphon,83,,,Calico Cougar Studios,90,Partial,None,Toony,Plantigrade,Other,Orange,Blue,Gryphon,
,Calypso,Fox,100,,,Calypsonight,91,Partial,None,Toony,N/A,N/A,Blue,Blue,Fox,
Eddie Bear Owner: Eddie Bear Species: bear DB Added: 2014-11-28 Created: 2012-09-20 Updated: 2014-12-01 Builder(s): Calypsonight,Eddie Bear,Bear,11,20-09-2012,01-12-2014,Calypsonight,91,Partial,None,Toony,Plantigrade,Four,Brown,Blue,Bear,
,April,Hybrid Custom,120,,,Candi Fursuits,92,Partial,None,Toony,N/A,N/A,Orange,Blue,Hybrid,
,Dragon Premade,Fantasy - Dragon,78,,,Candi Fursuits,92,Partial,None,Toony,Plantigrade,Four,Grey,Purple,Dragon,
,Mayhem,Dog Domestic,47,,,Candi Fursuits,92,Partial,None,Toony,N/A,N/A,Black,Yellow,Dog Half Cocked Stub Tail,
,Old Dragon Head,Fantasy - Dragon,78,,,Candi Fursuits,92,Partial,None,Realistic Toony,N/A,N/A,Grey,Yellow,Dragon,
,Vegas,Hybrid Custom,120,,,Candi Fursuits,92,Partial,None,Toony,N/A,N/A,Yellow,Brown,Hybrid,
,Acoustics,Wolf,210,,,Candyxdog,93,Partial,None,Toony,Plantigrade,Four,White,Multi,Wolf,
,Calypso,Fox,100,,,Candyxdog,93,Partial,None,Toony,N/A,N/A,Blue,Pink,Fox,
,Kivuli,Wild Dog,208,,,Candyxdog,93,Fullsuit,None,Toony,Plantigrade,Four,Brown,Pink,Spotted Dog,
,Kivuli,Wild Dog,208,,,Candyxdog,93,Partial,None,Toony,Plantigrade,Four,Brown,Pink,Spotted Dog,
,Purple Wolf,Wolf,210,,,Candyxdog,93,Partial,None,Toony,N/A,N/A,Purple,Purple,Wolf,
,Slushie-Nyappy,Dog Domestic,47,,,Candyxdog,93,Partial,None,Toony,N/A,N/A,Grey,Blue,Dog Half Cocked Stub Tail,
,Sweet-tart,Dog Mixed Breed,55,,,Candyxdog,93,Partial,None,Toony,Plantigrade,Four,Pink,Blue,Dog Half Cocked Medium Tail,
Avery Owner: CanineHybrid Species: pokemon DB Added: 2011-04-02 Created: 2009-05-29 Updated: 2011-04-02 Builder(s): CanineHybrid,Avery,Fantasy - Pokemon,91,29-05-2009,02-04-2011,Canine Hybrid Creations,94,Fullsuit,None,Toony,Plantigrade,Four,White,Brown,Media,
,Fred,Fantasy - Pokemon,91,,,Canine Hybrid Creations,94,Fullsuit,None,Toony,Digitigrade,Other,Red,Yellow,Media,
Kaida Owner: CanineHybrid Species: pokemon DB Added: 2009-04-17 Created: 2007-09-01 Updated: 2011-04-02 Builder(s): CanineHybrid,Kaida,Fantasy - Pokemon,91,01-09-2007,02-04-2011,Canine Hybrid Creations,94,Partial,None,Toony,Plantigrade,Five,Orange,Blue,Media,
,Midnight,Fantasy - Pokemon,91,,,Canine Hybrid Creations,94,Fullsuit,None,Toony,Digitigrade,Other,Blue,Red,Media,
